2023-06-19 09:03:40,012: 's'
2023-06-19 09:03:40,176: 'k'
2023-06-19 09:03:40,185: 'a'
2023-06-19 09:03:40,188: 's'
2023-06-19 09:03:40,259: 'm'
2023-06-19 09:03:40,303: 'd'
2023-06-19 09:03:40,335: 'l'
2023-06-19 09:03:40,420: 'k'
2023-06-19 09:03:40,667: Key.space
2023-06-19 09:03:40,987: Key.backspace
2023-06-19 09:03:41,583: 'h'
2023-06-19 09:03:42,000: Key.enter
2023-06-19 09:03:42,148: Key.enter
2023-06-19 09:03:42,292: Key.enter
2023-06-19 09:03:42,964: 'h'
2023-06-19 09:03:43,152: 'i'
2023-06-19 09:03:43,291: 'i'
2023-06-19 09:03:43,500: Key.space
2023-06-19 09:03:43,743: 'h'
2023-06-19 09:03:43,907: 'i'
2023-06-19 09:03:44,048: 'i'
2023-06-19 09:03:44,295: Key.space
2023-06-19 09:03:44,508: 'h'
2023-06-19 09:03:44,667: 'i'
2023-06-19 09:03:44,812: 'i'
2023-06-19 09:03:45,151: Key.space
2023-06-19 09:03:45,391: 'h'
2023-06-19 09:03:45,563: 'i'
2023-06-19 09:03:45,716: 'i'
2023-06-19 09:03:45,967: Key.space
2023-06-19 09:03:46,176: 'h'
2023-06-19 09:03:46,324: 'i'
2023-06-19 09:03:46,480: 'i'
2023-06-19 09:03:46,716: Key.space
2023-06-19 09:03:46,959: 'h'
2023-06-19 09:03:47,076: 'i'
2023-06-19 09:03:47,243: 'h'
2023-06-19 09:03:47,367: 'i'
2023-06-19 09:03:47,707: Key.space
2023-06-19 09:03:47,941: 'j'
2023-06-19 09:03:48,079: 'i'
2023-06-19 09:03:48,196: 'h'
2023-06-19 09:03:48,299: 'i'
2023-06-19 09:03:48,575: Key.space
2023-06-19 09:03:48,811: 'j'
2023-06-19 09:03:48,963: 'i'
2023-06-19 09:03:48,968: 'o'
2023-06-19 09:03:49,743: Key.space
2023-06-19 09:03:50,012: 'k'
2023-06-19 09:03:50,159: 'o'
2023-06-19 09:03:50,336: 'o'
2023-06-19 09:03:50,468: 'o'
2023-06-19 09:03:50,783: Key.space
2023-06-19 09:03:51,027: 'k'
2023-06-19 09:03:51,204: 'o'
2023-06-19 09:03:51,360: 'o'
2023-06-19 09:03:51,656: Key.space
2023-06-19 09:03:51,892: 'k'
2023-06-19 09:03:52,052: 'o'
2023-06-19 09:03:52,224: 'o'
2023-06-19 09:04:37,137: 'n'
2023-06-19 09:04:39,228: Key.backspace
2023-06-19 09:04:39,860: Key.cmd
2023-06-19 09:04:40,295: 'n'
2023-06-19 09:04:40,486: 'o'
2023-06-19 09:04:41,086: Key.enter
2023-06-19 09:04:43,052: 'h'
2023-06-19 09:04:43,221: 'o'
2023-06-19 09:04:43,353: 'w'
2023-06-19 09:04:43,549: Key.space
2023-06-19 09:04:43,697: 'a'
2023-06-19 09:04:44,057: 'r'
2023-06-19 09:04:44,157: 'e'
2023-06-19 09:04:44,533: Key.space
2023-06-19 09:04:45,685: 'y'
2023-06-19 09:04:45,869: 'o'
2023-06-19 09:04:46,029: 'u'
2023-06-19 09:04:46,357: Key.space
2023-06-19 09:04:47,125: 'm'
2023-06-19 09:04:47,517: 'y'
2023-06-19 09:04:47,729: Key.space
2023-06-19 09:04:48,513: 'm'
2023-06-19 09:04:48,653: 'a'
2023-06-19 09:04:48,788: 'i'
2023-06-19 09:04:48,985: 'l'
2023-06-19 09:04:49,205: Key.space
2023-06-19 09:04:49,425: 'i'
2023-06-19 09:04:49,617: 'd'
2023-06-19 09:04:49,801: Key.space
2023-06-19 09:04:50,038: 'i'
2023-06-19 09:04:50,245: 's'
2023-06-19 09:04:50,397: Key.space
2023-06-19 09:04:50,665: Key.enter
2023-06-19 09:04:51,081: 's'
2023-06-19 09:04:51,312: 'i'
2023-06-19 09:04:52,101: 'd'
2023-06-19 09:04:52,608: 'd'
2023-06-19 09:04:52,773: 'i'
2023-06-19 09:04:53,317: 'n'
2023-06-19 09:04:53,444: 'e'
2023-06-19 09:04:53,653: 's'
2023-06-19 09:04:53,841: 'h'
2023-06-19 09:04:55,069: '1'
2023-06-19 09:04:55,261: '9'
2023-06-19 09:04:55,609: '0'
2023-06-19 09:04:55,713: '9'
2023-06-19 09:04:56,185: Key.shift
2023-06-19 09:04:56,376: '@'
2023-06-19 09:04:56,937: 'g'
2023-06-19 09:04:57,217: 'm'
2023-06-19 09:04:57,345: 'a'
2023-06-19 09:04:57,489: 'i'
2023-06-19 09:04:57,685: 'l'
2023-06-19 09:04:57,905: '.'
2023-06-19 09:04:58,089: 'c'
2023-06-19 09:04:58,233: 'o'
2023-06-19 09:04:58,397: 'm'
